application_id,candidate_id,job_id,applied_date
134,215,13,2025-11-26
135,453,52,2025-09-27
136,128,41,2025-10-06
137,407,2,2025-07-15
138,401,46,2025-07-03
139,246,35,2025-09-06
140,177,59,2025-10-17
141,258,21,2025-07-18
142,139,12,2025-01-14
143,164,39,2025-04-23
144,16,58,2025-05-24
145,30,52,2025-08-30
146,272,23,2025-10-27
147,120,11,2025-02-21
148,127,43,2025-05-04
149,137,35,2025-01-29
150,392,15,2025-10-22
151,434,52,2025-07-18
152,182,60,2025-03-30
153,91,16,2025-10-31
154,163,52,2025-12-24
155,184,59,2025-10-30
156,15,46,2025-12-25
157,181,37,2025-10-16
158,73,37,2025-04-07
159,429,52,2025-09-10
160,278,20,2025-03-31
161,252,3,2025-02-16
162,29,15,2025-11-05
163,113,2,2025-09-27
164,245,1,2025-06-19
165,470,40,2025-04-14
166,413,9,2025-06-24
167,368,12,2025-06-15
168,31,2,2025-03-17
169,301,46,2025-03-14
170,397,8,2025-09-27
171,441,24,2025-02-07
172,192,46,2025-12-06
173,203,38,2025-02-21
174,173,20,2025-06-15
175,70,11,2025-08-12
176,406,41,2025-09-07
177,333,21,2025-03-31
178,363,36,2025-12-22
179,456,60,2025-11-11
180,403,23,2025-04-25
181,341,38,2025-03-31
182,194,20,2025-12-19
183,151,9,2025-04-01
184,374,1,2025-12-26
185,486,37,2025-07-20
186,436,50,2025-10-18
187,17,12,2025-11-05
188,163,59,2025-11-10
189,114,41,2025-10-17
190,54,60,2025-09-12
191,73,22,2025-02-09
192,122,23,2025-06-13
193,86,41,2025-02-15
194,421,46,2025-12-10
195,328,47,2025-06-21
196,229,1,2025-05-16
197,108,16,2025-12-21
198,35,23,2025-05-12
199,403,7,2025-01-01
200,25,25,2025-08-13
201,376,27,2025-03-27
202,453,27,2025-09-10
203,452,25,2025-06-29
204,280,25,2025-02-21
205,425,31,2025-10-23
206,334,49,2025-12-18
207,116,11,2025-08-20
208,38,52,2025-01-18
209,151,2,2025-06-13
210,134,7,2025-02-07
211,176,11,2025-07-12
212,83,47,2025-02-08
213,281,58,2025-02-17
214,174,39,2025-11-11
215,458,31,2025-12-27
216,16,28,2025-12-01
217,85,39,2025-08-11
218,81,4,2025-02-21
219,170,14,2025-04-08
220,210,45,2025-10-11
221,370,60,2025-10-04
222,136,43,2025-05-25
223,153,16,2025-02-19
224,26,26,2025-10-20
225,282,54,2025-09-09
226,79,4,2025-07-04
227,2,28,2025-02-14
228,151,53,2025-12-05
229,321,39,2025-09-03
230,103,7,2025-01-14
231,106,11,2025-11-23
232,150,6,2025-08-31
233,433,8,2025-06-07
234,402,26,2025-08-30
235,251,58,2025-12-05
236,136,6,2025-11-25
237,279,25,2025-04-05
238,190,57,2025-07-15
239,190,12,2025-08-17
240,23,17,2025-08-14
241,239,17,2025-04-26
242,429,18,2025-10-16
243,32,10,2025-12-23
244,342,7,2025-02-13
245,343,23,2025-10-05
246,212,49,2025-10-29
247,117,36,2025-02-01
248,431,25,2025-09-25
249,215,35,2025-12-18
250,444,60,2025-09-01
251,294,57,2025-05-01
252,244,20,2025-02-10
253,203,58,2025-01-18
254,258,37,2025-09-22
255,410,37,2025-12-13
256,318,10,2025-03-03
257,487,49,2025-08-18
258,89,11,2025-04-19
259,414,13,2025-03-06
260,22,28,2025-02-10
261,104,53,2025-11-18
262,76,54,2025-11-01
263,133,21,2025-02-04
264,45,25,2025-10-12
265,204,36,2025-06-16
266,439,18,2025-09-24
267,235,59,2025-01-07
268,403,45,2025-11-16
269,301,34,2025-08-03
270,58,27,2025-03-18
271,76,37,2025-10-29
272,299,49,2025-02-21
273,474,7,2025-10-16
274,400,7,2025-05-27
275,445,35,2025-06-26
276,450,27,2025-05-16
277,197,42,2025-09-06
278,293,39,2025-08-31
279,20,12,2025-05-22
280,207,10,2025-11-13
281,312,44,2025-12-22
282,206,3,2025-07-22
283,456,57,2025-06-19
284,354,16,2025-01-26
285,382,31,2025-05-18
286,460,24,2025-01-11
287,173,53,2025-06-05
288,160,18,2025-09-09
289,440,45,2025-12-17
290,51,56,2025-04-27
291,69,20,2025-08-15
292,397,53,2025-06-14
293,138,47,2025-08-02
294,310,42,2025-02-15
295,97,29,2025-04-19
296,468,53,2025-07-28
297,380,32,2025-09-22
298,445,24,2025-01-29
299,264,51,2025-03-23
300,34,20,2025-12-30
301,260,26,2025-03-11
302,400,55,2025-09-26
303,451,37,2025-01-15
304,89,13,2025-04-13
305,429,4,2025-05-08
306,17,30,2025-01-26
307,471,24,2025-12-27
308,102,18,2025-07-08
309,422,30,2025-09-16
310,204,41,2025-03-05
311,349,2,2025-05-04
312,191,32,2025-11-01
313,229,12,2025-08-31
314,301,36,2025-06-29
315,177,11,2025-05-13
316,384,54,2025-12-19
317,47,19,2025-01-15
318,198,4,2025-03-25
319,438,37,2025-04-20
320,439,15,2025-11-28
321,116,44,2025-04-16
322,138,42,2025-07-29
323,263,2,2025-12-16
324,5,31,2025-03-09
325,332,12,2025-11-04
326,411,1,2025-04-25
327,130,39,2025-06-06
328,365,46,2025-11-26
329,141,28,2025-07-12
330,437,23,2025-08-24
331,130,14,2025-08-27
332,155,44,2025-09-24
333,423,40,2025-07-23
334,300,7,2025-01-04
335,262,43,2025-07-11
336,288,42,2025-11-01
337,312,19,2025-06-02
338,351,7,2025-09-04
339,33,22,2025-05-22
340,328,21,2025-05-22
341,134,42,2025-12-31
342,488,58,2025-11-30
343,153,13,2025-03-18
344,265,49,2025-05-04
345,461,4,2025-11-04
346,207,43,2025-06-13
347,349,9,2025-01-14
348,336,32,2025-06-01
349,133,59,2025-08-03
350,208,25,2025-01-19
351,299,46,2025-10-20
352,418,13,2025-06-25
353,372,46,2025-04-24
354,352,35,2025-11-23
355,402,31,2025-12-10
356,184,33,2025-06-03
357,433,11,2025-12-03
358,449,36,2025-04-03
359,151,7,2025-08-30
360,66,48,2025-05-13
361,372,52,2025-10-14
362,391,59,2025-04-04
363,485,44,2025-06-21
364,336,6,2025-04-24
365,182,15,2025-06-07
366,216,51,2025-06-19
367,191,17,2025-10-27
368,151,30,2025-03-02
369,241,4,2025-11-21
370,484,40,2025-02-06
371,242,57,2025-04-10
372,257,8,2025-12-15
373,196,34,2025-06-02
374,212,4,2025-03-19
375,71,13,2025-06-25
376,210,37,2025-08-23
377,74,21,2025-04-03
378,399,6,2025-09-07
379,171,41,2025-04-01
380,161,41,2025-01-30
381,3,29,2025-05-21
382,108,49,2025-03-28
383,296,49,2025-03-23
384,251,51,2025-02-15
385,67,40,2025-08-11
386,325,28,2025-07-26
387,220,31,2025-07-16
388,3,3,2025-10-01
389,103,47,2025-07-11
390,487,1,2025-06-14
391,388,54,2025-09-29
392,98,2,2025-12-13
393,3,41,2025-05-08
394,116,45,2025-06-26
395,160,9,2025-02-22
396,197,33,2025-10-29
397,157,11,2025-02-03
398,422,3,2025-06-02
399,486,19,2025-08-22
400,373,34,2025-11-02
401,269,22,2025-08-11
402,455,44,2025-03-10
403,176,58,2025-09-08
404,184,49,2025-04-07
405,85,59,2025-07-26
406,10,15,2025-04-25
407,373,9,2025-04-19
408,376,2,2025-10-29
409,259,11,2025-03-05
410,188,46,2025-11-30
411,406,3,2025-07-12
412,449,41,2025-05-11
413,395,35,2025-11-16
414,25,39,2025-01-25
415,339,7,2025-12-01
416,429,2,2025-01-25
417,354,8,2025-08-02
418,228,25,2025-03-05
419,281,17,2025-08-31
420,360,10,2025-04-16
421,356,44,2025-11-19
422,5,20,2025-08-04
423,340,34,2025-05-19
424,319,39,2025-12-25
425,71,27,2025-02-23
426,262,47,2025-11-13
427,61,19,2025-02-28
428,402,7,2025-09-12
429,102,39,2025-04-13
430,399,17,2025-09-25
431,499,13,2025-07-03
432,361,27,2025-06-01
433,83,3,2025-10-08
434,255,59,2025-04-17
435,353,60,2025-09-04
436,170,16,2025-01-02
437,7,43,2025-02-15
438,465,8,2025-10-21
439,343,32,2025-03-18
440,487,6,2025-09-19
441,39,47,2025-02-21
442,464,17,2025-11-26
443,119,30,2025-06-01
444,136,30,2025-01-26
445,52,53,2025-03-31
446,448,3,2025-05-29
447,185,52,2025-12-13
448,161,28,2025-03-01
449,49,55,2025-01-24
450,5,55,2025-03-12
451,340,42,2025-03-29
452,169,23,2025-08-13
453,490,40,2025-05-18
454,450,47,2025-02-17
455,191,53,2025-06-25
456,94,8,2025-07-25
457,205,30,2025-05-20
458,428,25,2025-12-20
459,436,31,2025-08-04
460,333,57,2025-03-27
461,58,9,2025-12-23
462,372,4,2025-03-23
463,54,27,2025-10-30
464,248,52,2025-10-19
465,348,29,2025-04-03
466,313,25,2025-07-03
467,314,2,2025-12-17
468,451,54,2025-03-08
469,248,59,2025-09-07
470,58,57,2025-07-30
471,226,3,2025-02-02
472,161,1,2025-12-27
473,445,44,2025-09-26
474,393,48,2025-10-23
475,371,37,2025-04-25
476,490,43,2025-06-23
477,266,34,2025-12-19
478,359,40,2025-02-18
479,222,43,2025-05-08
480,247,23,2025-12-06
481,347,42,2025-07-17
482,77,54,2025-10-13
483,457,40,2025-01-28
484,6,42,2025-03-22
485,259,55,2025-08-29
486,437,32,2025-03-26
487,39,49,2025-09-09
488,165,16,2025-06-19
489,497,18,2025-01-26
490,260,15,2025-10-09
491,330,25,2025-07-26
492,419,16,2025-02-10
493,236,29,2025-10-21
494,230,6,2025-09-13
495,229,21,2025-03-02
496,255,48,2025-12-01
497,10,7,2025-07-26
498,212,3,2025-10-13
499,282,1,2025-02-16
500,406,39,2025-11-13
501,327,20,2025-09-18
502,288,14,2025-12-02
503,344,30,2025-06-24
504,187,53,2025-01-28
505,419,15,2025-08-21
506,170,36,2025-11-14
507,308,31,2025-12-03
508,187,46,2025-08-20
509,59,7,2025-12-04
510,114,1,2025-06-24
511,182,54,2025-11-21
512,494,52,2025-05-30
513,281,34,2025-07-11
514,360,7,2025-01-24
515,460,11,2025-09-10
516,72,53,2025-07-29
517,55,17,2025-11-09
518,101,13,2025-03-03
519,477,55,2025-07-21
520,111,30,2025-04-08
521,367,22,2025-02-25
522,388,27,2025-01-24
523,475,41,2025-12-11
524,302,8,2025-08-19
525,235,43,2025-10-29
526,490,33,2025-03-10
527,494,32,2025-01-03
528,272,48,2025-01-25
529,284,60,2025-08-10
530,430,38,2025-09-05
531,474,33,2025-04-01
532,355,38,2025-03-30
533,375,53,2025-03-07
534,54,25,2025-12-03
535,308,39,2025-06-14
536,259,57,2025-07-16
537,215,39,2025-12-21
538,391,16,2025-05-21
539,204,22,2025-05-31
540,232,52,2025-03-10
541,309,45,2025-09-20
542,154,54,2025-12-26
543,281,56,2025-06-10
544,365,48,2025-10-11
545,324,14,2025-04-13
546,108,40,2025-05-29
547,352,23,2025-12-11
548,68,46,2025-11-29
549,500,12,2025-09-15
550,278,45,2025-11-23
551,166,46,2025-03-01
552,390,23,2025-10-15
553,246,38,2025-10-20
554,483,43,2025-12-30
555,214,44,2025-10-01
556,147,57,2025-08-05
557,414,1,2025-09-25
558,55,2,2025-07-15
559,75,4,2025-12-10
560,29,13,2025-05-17
561,385,51,2025-03-24
562,147,44,2025-05-09
563,75,54,2025-02-01
564,354,51,2025-06-01
565,105,49,2025-10-05
566,17,23,2025-08-20
567,53,40,2025-12-12
568,379,36,2025-04-25
569,381,42,2025-10-15
570,200,16,2025-09-19
571,402,51,2025-12-23
572,148,45,2025-12-07
573,25,60,2025-07-15
574,199,27,2025-12-17
575,161,36,2025-01-28
576,7,48,2025-05-09
577,104,40,2025-08-15
578,425,15,2025-11-21
579,361,46,2025-11-28
580,189,49,2025-10-29
581,280,48,2025-11-05
582,101,50,2025-04-10
583,151,29,2025-04-01
584,350,5,2025-04-06
585,493,12,2025-09-21
586,62,25,2025-01-21
587,220,18,2025-10-12
588,136,9,2025-03-24
589,300,55,2025-05-11
590,3,22,2025-08-27
591,364,60,2025-03-21
592,21,10,2025-06-15
593,306,4,2025-11-17
594,316,54,2025-12-05
595,155,32,2025-10-21
596,282,23,2025-02-07
597,402,46,2025-06-12
598,270,15,2025-04-05
599,267,5,2025-09-16
600,82,27,2025-10-06
601,275,26,2025-02-17
602,179,15,2025-04-20
603,340,22,2025-06-19
604,185,19,2025-04-22
605,317,34,2025-09-01
606,288,53,2025-11-29
607,5,8,2025-12-09
608,178,29,2025-05-04
609,464,42,2025-11-11
610,471,40,2025-05-05
611,491,3,2025-12-16
612,454,21,2025-07-15
613,469,51,2025-02-28
614,198,17,2025-10-04
615,371,19,2025-01-13
616,467,34,2025-07-11
617,264,52,2025-09-18
618,229,32,2025-01-23
619,152,58,2025-11-30
620,99,21,2025-09-21
621,43,7,2025-03-27
622,498,50,2025-10-03
623,274,1,2025-11-17
624,34,14,2025-12-10
625,323,50,2025-04-20
626,443,44,2025-08-06
627,428,7,2025-04-16
628,276,54,2025-12-26
629,450,48,2025-08-11
630,332,53,2025-02-06
631,383,44,2025-03-20
632,13,30,2025-06-19
633,20,6,2025-02-07
634,28,12,2025-05-09
635,286,5,2025-10-22
636,421,15,2025-05-13
637,209,25,2025-08-19
638,323,26,2025-08-10
639,162,2,2025-07-19
640,345,8,2025-10-01
641,4,42,2025-11-13
642,33,49,2025-10-27
643,24,45,2025-02-07
644,184,60,2025-09-15
645,55,19,2025-12-18
646,155,39,2025-02-14
647,145,49,2025-08-13
648,196,26,2025-12-05
649,16,31,2025-03-22
650,274,15,2025-03-11
651,383,26,2025-10-07
652,152,41,2025-03-15
653,153,44,2025-11-28
654,192,1,2025-10-11
655,448,36,2025-03-14
656,64,3,2025-01-03
657,294,39,2025-07-21
658,276,36,2025-02-13
659,157,14,2025-06-26
660,109,27,2025-11-27
661,436,33,2025-03-14
662,83,12,2025-04-24
663,130,13,2025-02-28
664,93,43,2025-10-18
665,437,4,2025-10-09
666,237,42,2025-10-09
667,38,19,2025-12-10
668,35,17,2025-02-20
669,102,47,2025-10-25
670,250,22,2025-07-02
671,66,43,2025-12-02
672,121,7,2025-05-26
673,318,5,2025-04-10
674,163,32,2025-08-19
675,169,40,2025-12-04
676,157,45,2025-10-27
677,79,37,2025-10-18
678,187,52,2025-06-11
679,491,28,2025-03-28
680,3,21,2025-05-07
681,403,15,2025-12-31
682,379,42,2025-08-12
683,142,54,2025-07-04
684,69,44,2025-06-19
685,450,31,2025-08-25
686,229,23,2025-06-06
687,250,36,2025-02-25
688,90,42,2025-11-07
689,42,54,2025-05-24
690,440,53,2025-03-13
691,457,35,2025-04-11
692,135,47,2025-11-17
693,40,47,2025-02-08
694,457,2,2025-09-17
695,324,2,2025-10-25
696,297,26,2025-10-30
697,109,59,2025-01-19
698,283,17,2025-10-06
699,458,35,2025-08-30
700,335,50,2025-03-18
701,188,26,2025-04-25
702,457,50,2025-10-29
703,376,55,2025-05-29
704,69,30,2025-09-14
705,262,6,2025-07-23
706,187,33,2025-01-06
707,340,16,2025-11-11
708,351,11,2025-09-21
709,72,29,2025-03-23
710,92,37,2025-10-17
711,338,56,2025-03-16
712,377,47,2025-09-05
713,481,23,2025-01-21
714,113,49,2025-09-07
715,119,5,2025-05-16
716,190,15,2025-01-22
717,343,14,2025-09-23
718,465,51,2025-07-04
719,199,31,2025-08-21
720,452,3,2025-01-21
721,53,46,2025-09-24
722,325,54,2025-05-21
723,428,48,2025-05-15
724,297,35,2025-10-19
725,90,25,2025-12-01
726,194,24,2025-10-28
727,335,58,2025-02-09
728,265,17,2025-07-12
729,499,59,2025-04-25
730,265,26,2025-06-30
731,419,56,2025-06-26
732,250,51,2025-09-04
733,455,39,2025-01-04
734,257,57,2025-03-13
735,226,11,2025-04-28
736,40,33,2025-11-26
737,144,14,2025-03-18
738,96,11,2025-07-05
739,309,46,2025-03-02
740,339,15,2025-08-01
741,416,22,2025-02-28
742,247,44,2025-09-03
743,246,14,2025-10-30
744,83,42,2025-07-30
745,12,16,2025-01-23
746,66,37,2025-10-31
747,83,9,2025-11-19
748,263,3,2025-10-21
749,76,4,2025-03-27
750,133,60,2025-04-03
751,307,37,2025-11-23
752,10,57,2025-12-05
753,421,19,2025-02-13
754,111,29,2025-11-07
755,242,56,2025-09-04
756,88,15,2025-07-30
757,308,10,2025-10-26
758,421,50,2025-04-04
759,320,43,2025-09-19
760,136,11,2025-12-18
761,176,60,2025-08-21
762,306,38,2025-02-05
763,118,25,2025-07-17
764,68,7,2025-01-09
765,104,34,2025-09-16
766,351,27,2025-03-18
767,311,7,2025-04-01
768,244,58,2025-11-11
769,308,3,2025-09-30
770,258,49,2025-03-02
771,48,31,2025-12-04
772,67,58,2025-11-05
773,277,53,2025-01-01
774,460,50,2025-12-14
775,333,28,2025-09-25
776,358,34,2025-08-08
777,118,52,2025-09-04
778,405,50,2025-07-15
779,180,38,2025-12-23
780,295,7,2025-08-06
781,69,17,2025-09-02
782,393,15,2025-02-12
783,146,39,2025-10-06
784,210,17,2025-04-07
785,3,46,2025-01-04
786,296,34,2025-03-02
787,267,1,2025-07-12
788,336,14,2025-12-19
789,412,21,2025-07-29
790,186,7,2025-03-21
791,219,42,2025-10-27
792,130,17,2025-10-02
793,217,37,2025-07-07
794,314,18,2025-12-15
795,204,49,2025-04-15
796,212,36,2025-10-13
797,248,12,2025-07-09
798,287,36,2025-09-05
799,130,20,2025-10-23
800,177,50,2025-12-28
801,204,48,2025-03-12
802,438,56,2025-12-04
803,61,48,2025-04-28
804,229,51,2025-12-25
805,487,11,2025-02-21
806,110,33,2025-07-25
807,403,22,2025-10-09
808,315,45,2025-12-17
809,362,4,2025-03-24
810,200,41,2025-01-03
811,412,6,2025-03-16
812,242,60,2025-11-04
813,223,6,2025-02-02
814,135,15,2025-07-09
815,41,39,2025-01-20
816,371,25,2025-07-25
817,315,42,2025-09-24
818,147,46,2025-11-02
819,30,50,2025-03-31
820,328,32,2025-08-13
821,6,13,2025-12-03
822,477,52,2025-09-23
823,147,13,2025-01-18
824,402,39,2025-09-19
825,265,45,2025-04-29
826,315,11,2025-12-12
827,19,24,2025-05-03
828,336,1,2025-03-22
829,45,18,2025-07-24
830,181,43,2025-07-22
831,208,38,2025-04-13
832,266,1,2025-12-27
833,36,59,2025-02-16
834,282,19,2025-10-14
835,469,38,2025-06-28
836,178,53,2025-05-22
837,116,39,2025-04-10
838,233,60,2025-07-26
839,295,1,2025-05-14
840,90,27,2025-09-17
841,55,36,2025-02-07
842,258,19,2025-06-24
843,485,8,2025-09-20
844,490,17,2025-10-03
845,417,51,2025-10-22
846,129,45,2025-08-15
847,495,25,2025-10-16
848,248,50,2025-05-05
849,388,22,2025-08-23
850,349,30,2025-10-28
851,442,2,2025-09-04
852,60,17,2025-02-04
853,196,41,2025-04-23
854,347,45,2025-04-28
855,410,21,2025-07-31
856,490,23,2025-09-22
857,275,1,2025-12-25
858,427,17,2025-05-08
859,148,6,2025-07-24
860,345,48,2025-06-25
861,39,36,2025-04-02
862,244,21,2025-07-01
863,112,58,2025-10-21
864,138,12,2025-12-16
865,477,59,2025-04-08
866,256,48,2025-04-13
867,121,48,2025-05-04
868,447,17,2025-04-16
869,118,13,2025-05-08
870,429,40,2025-07-02
871,80,50,2025-02-24
872,62,59,2025-02-10
873,347,43,2025-09-10
874,315,1,2025-10-05
875,435,31,2025-07-10
876,318,21,2025-09-10
877,460,57,2025-10-22
878,445,18,2025-09-09
879,94,49,2025-09-19
880,144,26,2025-04-24
881,385,37,2025-03-07
882,28,34,2025-08-05
883,245,35,2025-01-17
884,258,23,2025-07-21
885,441,44,2025-03-31
886,235,8,2025-12-24
887,266,30,2025-06-11
888,353,1,2025-01-07
889,346,14,2025-07-14
890,167,24,2025-11-10
891,442,17,2025-04-06
892,122,18,2025-08-30
893,491,40,2025-06-25
894,188,12,2025-09-13
895,218,14,2025-08-03
896,359,49,2025-07-10
897,187,55,2025-07-25
898,144,29,2025-04-03
899,293,9,2025-10-22
900,352,15,2025-02-21
901,370,18,2025-05-01
902,285,28,2025-07-15
903,101,10,2025-03-18
904,243,52,2025-01-05
905,91,27,2025-09-13
906,69,58,2025-11-19
907,265,35,2025-06-11
908,403,32,2025-06-03
909,129,36,2025-10-18
910,25,26,2025-02-20
911,354,11,2025-01-31
912,111,53,2025-05-11
913,244,54,2025-11-19
914,50,29,2025-06-21
915,134,24,2025-07-04
916,478,52,2025-05-12
917,177,2,2025-07-30
918,63,23,2025-12-14
919,494,39,2025-04-12
920,296,37,2025-11-29
921,333,35,2025-03-31
922,400,19,2025-07-01
923,167,44,2025-09-19
924,250,50,2025-08-17
925,456,6,2025-07-15
926,315,19,2025-08-26
927,324,10,2025-03-27
928,328,52,2025-06-22
929,216,41,2025-11-10
930,293,26,2025-02-06
931,41,11,2025-06-25
932,117,21,2025-06-12
933,335,19,2025-12-30
934,137,39,2025-11-27
935,203,18,2025-08-16
936,400,56,2025-07-05
937,383,38,2025-09-24
938,495,29,2025-07-31
939,86,12,2025-01-12
940,65,47,2025-05-01
941,339,17,2025-12-25
942,384,6,2025-04-18
943,86,26,2025-02-22
944,49,5,2025-08-31
945,281,4,2025-01-14
946,395,26,2025-09-26
947,392,6,2025-02-23
948,135,40,2025-03-21
949,44,42,2025-07-19
950,159,15,2025-05-07
951,378,19,2025-08-15
952,321,9,2025-03-09
953,270,54,2025-03-29
954,15,3,2025-12-06
955,183,56,2025-06-16
956,443,31,2025-08-28
957,500,56,2025-10-04
958,479,18,2025-10-08
959,228,9,2025-12-24
960,277,12,2025-10-30
961,306,30,2025-11-20
962,384,41,2025-10-16
963,223,34,2025-11-24
964,328,35,2025-06-08
965,466,23,2025-09-04
966,277,15,2025-02-15
967,227,20,2025-07-07
968,212,17,2025-03-21
969,156,1,2025-01-01
970,268,53,2025-03-11
971,177,19,2025-08-29
972,252,49,2025-09-02
973,154,1,2025-08-09
974,409,19,2025-11-02
975,119,51,2025-01-04
976,281,24,2025-04-07
977,211,57,2025-10-15
978,224,26,2025-05-08
979,84,46,2025-11-27
980,200,54,2025-07-13
981,113,17,2025-02-10
982,217,41,2025-05-03
983,410,59,2025-11-10
984,414,45,2025-12-17
985,140,19,2025-11-29
986,381,35,2025-05-18
987,212,13,2025-02-05
988,94,9,2025-05-29
989,57,41,2025-08-22
990,317,29,2025-05-20
991,252,13,2025-06-14
992,10,10,2025-01-26
993,497,35,2025-01-12
994,96,7,2025-05-25
995,138,9,2025-08-13
996,373,1,2025-04-30
997,47,10,2025-01-08
998,253,14,2025-06-25
999,216,20,2025-09-13
1000,191,30,2025-12-23
1001,170,6,2025-03-16
1002,29,18,2025-07-20
1003,37,35,2025-08-29
1004,93,13,2025-05-09
1005,419,25,2025-01-07
1006,63,50,2025-05-08
1007,198,50,2025-08-15
1008,127,48,2025-01-18
1009,102,30,2025-02-18
1010,267,43,2025-04-17
1011,243,25,2025-12-15
1012,493,20,2025-06-15
1013,82,41,2025-01-22
1014,382,60,2025-10-09
1015,267,8,2025-05-10
1016,247,41,2025-06-02
1017,102,24,2025-01-27
1018,443,43,2025-04-22
1019,499,8,2025-05-01
1020,167,1,2025-03-27
1021,407,18,2025-10-27
1022,62,26,2025-05-05
1023,5,3,2025-10-25
1024,402,45,2025-09-01
1025,353,39,2025-03-21
1026,191,50,2025-02-15
1027,128,11,2025-09-13
1028,47,44,2025-11-13
1029,174,60,2025-11-17
1030,31,4,2025-07-02
1031,331,10,2025-12-26
1032,275,51,2025-02-24
1033,65,32,2025-04-30
1034,163,36,2025-11-27
1035,388,23,2025-08-13
1036,376,13,2025-01-11
1037,353,25,2025-07-03
1038,371,9,2025-05-09
1039,461,3,2025-09-06
1040,362,29,2025-10-14
1041,151,35,2025-12-23
1042,251,13,2025-10-18
1043,96,35,2025-06-28
1044,166,47,2025-08-28
1045,141,56,2025-11-03
1046,469,56,2025-10-11
1047,83,5,2025-09-29
1048,80,29,2025-06-01
1049,420,17,2025-10-05
1050,188,30,2025-01-01
1051,398,41,2025-09-17
1052,195,47,2025-04-05
1053,453,2,2025-11-14
1054,439,24,2025-11-14
1055,123,21,2025-02-02
1056,338,35,2025-07-18
1057,98,34,2025-12-16
1058,255,50,2025-10-10
1059,79,40,2025-05-25
1060,166,27,2025-11-25
1061,165,8,2025-02-19
1062,268,43,2025-02-04
1063,23,54,2025-03-08
1064,92,56,2025-01-17
1065,104,7,2025-09-06
1066,99,7,2025-01-17
1067,293,42,2025-07-18
1068,337,32,2025-09-27
